Ligand,Receptor,Annotation,Reference
ANXA1,NPY2R, ,ppi_lr
ANXA1,MTNR1B, ,ppi_lr
ANXA1,CXCR3, ,ppi_lr
ANXA1,AGTR2, ,ppi_lr
ANXA1,NPY4R, ,ppi_lr
ANXA1,CCR3, ,ppi_lr
ANXA1,CCR4, ,ppi_lr
ANXA1,CCR5, ,ppi_lr
ANXA1,CCR6, ,ppi_lr
ANXA1,CCR8, ,ppi_lr
ANXA1,CCR9, ,ppi_lr
ANXA1,F2RL1, ,ppi_lr
ANXA1,CXCR4, ,ppi_lr
ANXA1,GRM4, ,ppi_lr
ANXA1,P2RY14, ,ppi_lr
ANXA1,NPY5R, ,ppi_lr
ANXA1,C3AR1, ,ppi_lr
ANXA1,NPSR1, ,ppi_lr
ANXA1,PROKR2, ,ppi_lr
ANXA1,PROKR1, ,ppi_lr
ANXA1,RXFP4, ,ppi_lr
ANXA1,LPAR1, ,ppi_lr
ANXA1,GHSR, ,ppi_lr
ANXA1,KISS1R, ,ppi_lr
ANXA1,QRFPR, ,ppi_lr
ANXA1,F2RL3, ,ppi_lr
ANXA1,LPAR4, ,ppi_lr
ANXA1,MCHR1, ,ppi_lr
ANXA1,NMUR2, ,ppi_lr
ANXA1,NPFFR1, ,ppi_lr
ANXA1,HRH4, ,ppi_lr
ANXA1,NMUR1, ,ppi_lr
ANXA1,LPAR2, ,ppi_lr
ANXA1,RXFP3, ,ppi_lr
ANXA1,UTS2R, ,ppi_lr
ANXA1,HRH3, ,ppi_lr
ANXA1,NPFFR2, ,ppi_lr
ANXA1,PTGDR2, ,ppi_lr
RLN2,TSHR, ,ppi_lr
RLN2,LHCGR, ,ppi_lr
RLN2,FSHR, ,ppi_lr
RLN2,HRH2, ,ppi_lr
RLN2,AVPR2, ,ppi_lr
RLN2,CALCR, ,ppi_lr
RLN2,VIPR1, ,ppi_lr
RLN2,MC4R, ,ppi_lr
RLN2,MC5R, ,ppi_lr
RLN2,HTR7, ,ppi_lr
RLN2,CRHR1, ,ppi_lr
RLN2,ADCYAP1R1, ,ppi_lr
RLN2,VIPR2, ,ppi_lr
RLN2,MC3R, ,ppi_lr
RLN2,GLP1R, ,ppi_lr
RLN2,GCGR, ,ppi_lr
RLN2,SCTR, ,ppi_lr
RLN2,GIPR, ,ppi_lr
RLN2,PTH2R, ,ppi_lr
RLN2,HTR6, ,ppi_lr
RLN2,MC2R, ,ppi_lr
RLN2,MC1R, ,ppi_lr
RLN2,GHRHR, ,ppi_lr
RLN2,PTH1R, ,ppi_lr
RLN2,CRHR2, ,ppi_lr
RLN2,HTR4, ,ppi_lr
RLN2,CALCRL, ,ppi_lr
RLN2,NPSR1, ,ppi_lr
APOB,IGF2R, ,ppi_lr
APOB,CD36, ,ppi_lr
APOB,SDC1, ,ppi_lr
APOB,AVPR2, ,ppi_lr
APOB,SDC4, ,ppi_lr
APOB,SDC2, ,ppi_lr
APOB,GPC1, ,ppi_lr
APOB,VLDLR, ,ppi_lr
APOB,LRP1, ,ppi_lr
APOB,LRP8, ,ppi_lr
APOB,SCARF1, ,ppi_lr
APOB,P2RY14, ,ppi_lr
APOB,SCARB1, ,ppi_lr
APOB,FZD4, ,ppi_lr
CSF2,IL5RA, ,ppi_lr
VWF,ITGB5, ,ppi_lr
HLA-A,NTRK1, ,ppi_lr
HLA-A,ERBB3, ,ppi_lr
HLA-A,BMPR1A, ,ppi_lr
HLA-A,PTCH1, ,ppi_lr
HLA-A,IL20RB, ,ppi_lr
WNT1,FZD5, ,ppi_lr
WNT1,FZD2, ,ppi_lr
WNT1,FZD4, ,ppi_lr
APP,IGF1R, ,ppi_lr
APP,HTR1A, ,ppi_lr
APP,ALOX5, ,ppi_lr
APP,CD36, ,ppi_lr
APP,TACR2, ,ppi_lr
APP,FPR1, ,ppi_lr
APP,C5AR1, ,ppi_lr
APP,FGFR2, ,ppi_lr
APP,ITGA6, ,ppi_lr
APP,EDNRB, ,ppi_lr
APP,CXCR1, ,ppi_lr
APP,CXCR2, ,ppi_lr
APP,EDNRA, ,ppi_lr
APP,TACR1, ,ppi_lr
APP,ACKR3, ,ppi_lr
APP,F2R, ,ppi_lr
APP,NPY1R, ,ppi_lr
APP,CNTFR, ,ppi_lr
APP,HTR1D, ,ppi_lr
APP,HTR1B, ,ppi_lr
APP,HTR2A, ,ppi_lr
APP,HTR2C, ,ppi_lr
APP,NMBR, ,ppi_lr
APP,EPHA2, ,ppi_lr
APP,TACR3, ,ppi_lr
APP,BDKRB2, ,ppi_lr
APP,GRPR, ,ppi_lr
APP,AGTR1, ,ppi_lr
APP,OXTR, ,ppi_lr
APP,SSTR1, ,ppi_lr
APP,SSTR2, ,ppi_lr
APP,HTR1F, ,ppi_lr
APP,GNRHR, ,ppi_lr
APP,NTSR1, ,ppi_lr
APP,SSTR4, ,ppi_lr
APP,CCKAR, ,ppi_lr
APP,CCKBR, ,ppi_lr
APP,CCR1, ,ppi_lr
APP,CCR7, ,ppi_lr
APP,CXCR5, ,ppi_lr
APP,SSTR3, ,ppi_lr
APP,TRHR, ,ppi_lr
APP,SSTR5, ,ppi_lr
APP,HRH1, ,ppi_lr
APP,OPRM1, ,ppi_lr
APP,APLNR, ,ppi_lr
APP,AVPR1A, ,ppi_lr
APP,OPRD1, ,ppi_lr
APP,OPRK1, ,ppi_lr
APP,OPRL1, ,ppi_lr
APP,VIPR2, ,ppi_lr
APP,HTR2B, ,ppi_lr
APP,CCR2, ,ppi_lr
APP,CCR10, ,ppi_lr
APP,XCR1, ,ppi_lr
APP,NOTCH1, ,ppi_lr
APP,BDKRB1, ,ppi_lr
APP,GALR1, ,ppi_lr
APP,GCGR, ,ppi_lr
APP,HTR5A, ,ppi_lr
APP,AVPR1B, ,ppi_lr
APP,MTNR1A, ,ppi_lr
APP,NPBWR1, ,ppi_lr
APP,NPY2R, ,ppi_lr
APP,MTNR1B, ,ppi_lr
APP,CXCR3, ,ppi_lr
APP,AGTR2, ,ppi_lr
APP,NPY4R, ,ppi_lr
APP,CCR3, ,ppi_lr
APP,CCR4, ,ppi_lr
APP,CCR5, ,ppi_lr
APP,CCR6, ,ppi_lr
APP,CCR8, ,ppi_lr
APP,CCR9, ,ppi_lr
APP,PDE1A, ,ppi_lr
APP,EPHB4, ,ppi_lr
APP,F2RL1, ,ppi_lr
APP,CXCR4, ,ppi_lr
APP,LRP2, ,ppi_lr
APP,TEK, ,ppi_lr
APP,CRHR2, ,ppi_lr
APP,GRM4, ,ppi_lr
APP,P2RY14, ,ppi_lr
APP,NPY5R, ,ppi_lr
APP,NTRK3, ,ppi_lr
APP,C3AR1, ,ppi_lr
APP,NPSR1, ,ppi_lr
APP,PROKR2, ,ppi_lr
APP,RXFP4, ,ppi_lr
APP,LPAR1, ,ppi_lr
APP,SORL1, ,ppi_lr
APP,NRCAM, ,ppi_lr
APP,GHSR, ,ppi_lr
APP,TNFRSF14, ,ppi_lr
APP,KISS1R, ,ppi_lr
APP,LINGO1, ,ppi_lr
APP,ROBO3, ,ppi_lr
APP,QRFPR, ,ppi_lr
APP,F2RL3, ,ppi_lr
APP,LPAR4, ,ppi_lr
APP,MCHR1, ,ppi_lr
APP,NMUR2, ,ppi_lr
APP,NPFFR1, ,ppi_lr
APP,HRH4, ,ppi_lr
APP,NMUR1, ,ppi_lr
APP,LPAR2, ,ppi_lr
APP,RXFP3, ,ppi_lr
APP,UTS2R, ,ppi_lr
APP,HRH3, ,ppi_lr
APP,NPFFR2, ,ppi_lr
APP,PTGDR2, ,ppi_lr
IL5,CSF2RA, ,ppi_lr
IL5,IL3RA, ,ppi_lr
SERPINE1,PLAUR, ,ppi_lr
FGF1,TGFBR3, ,ppi_lr
IL6,CNTFR, ,ppi_lr
IL6,LIFR, ,ppi_lr
EDN1,TACR2, ,ppi_lr
EDN1,FPR2, ,ppi_lr
EDN1,TACR1, ,ppi_lr
EDN1,F2R, ,ppi_lr
EDN1,HTR2A, ,ppi_lr
EDN1,HTR2C, ,ppi_lr
EDN1,NMBR, ,ppi_lr
EDN1,TACR3, ,ppi_lr
EDN1,BDKRB2, ,ppi_lr
EDN1,GRPR, ,ppi_lr
EDN1,AGTR1, ,ppi_lr
EDN1,OXTR, ,ppi_lr
EDN1,GNRHR, ,ppi_lr
EDN1,NTSR1, ,ppi_lr
EDN1,CCKAR, ,ppi_lr
EDN1,CCKBR, ,ppi_lr
EDN1,TRHR, ,ppi_lr
EDN1,HRH1, ,ppi_lr
EDN1,AVPR1A, ,ppi_lr
EDN1,HTR2B, ,ppi_lr
EDN1,XCR1, ,ppi_lr
EDN1,BDKRB1, ,ppi_lr
EDN1,GCGR, ,ppi_lr
EDN1,AVPR1B, ,ppi_lr
EDN1,F2RL1, ,ppi_lr
EDN1,NPSR1, ,ppi_lr
EDN1,PROKR2, ,ppi_lr
EDN1,PROKR1, ,ppi_lr
EDN1,LPAR1, ,ppi_lr
EDN1,GHSR, ,ppi_lr
EDN1,KISS1R, ,ppi_lr
EDN1,QRFPR, ,ppi_lr
EDN1,F2RL3, ,ppi_lr
EDN1,LPAR4, ,ppi_lr
EDN1,MCHR1, ,ppi_lr
EDN1,NMUR2, ,ppi_lr
EDN1,NPFFR1, ,ppi_lr
EDN1,NMUR1, ,ppi_lr
EDN1,LPAR2, ,ppi_lr
EDN1,UTS2R, ,ppi_lr
EDN1,NPFFR2, ,ppi_lr
CCK,TACR2, ,ppi_lr
CCK,EDNRB, ,ppi_lr
CCK,FPR2, ,ppi_lr
CCK,EDNRA, ,ppi_lr
CCK,TACR1, ,ppi_lr
CCK,F2R, ,ppi_lr
CCK,HTR2A, ,ppi_lr
CCK,HTR2C, ,ppi_lr
CCK,NMBR, ,ppi_lr
CCK,TACR3, ,ppi_lr
CCK,BDKRB2, ,ppi_lr
CCK,GRPR, ,ppi_lr
CCK,AGTR1, ,ppi_lr
CCK,OXTR, ,ppi_lr
CCK,GNRHR, ,ppi_lr
CCK,NTSR1, ,ppi_lr
CCK,TRHR, ,ppi_lr
CCK,HRH1, ,ppi_lr
CCK,AVPR1A, ,ppi_lr
CCK,HTR2B, ,ppi_lr
CCK,XCR1, ,ppi_lr
CCK,BDKRB1, ,ppi_lr
CCK,GCGR, ,ppi_lr
CCK,AVPR1B, ,ppi_lr
CCK,F2RL1, ,ppi_lr
CCK,NPSR1, ,ppi_lr
CCK,PROKR2, ,ppi_lr
CCK,PROKR1, ,ppi_lr
CCK,LPAR1, ,ppi_lr
CCK,GHSR, ,ppi_lr
CCK,KISS1R, ,ppi_lr
CCK,QRFPR, ,ppi_lr
CCK,F2RL3, ,ppi_lr
CCK,LPAR4, ,ppi_lr
CCK,MCHR1, ,ppi_lr
CCK,NMUR2, ,ppi_lr
CCK,NPFFR1, ,ppi_lr
CCK,NMUR1, ,ppi_lr
CCK,LPAR2, ,ppi_lr
CCK,UTS2R, ,ppi_lr
CCK,NPFFR2, ,ppi_lr
CRH,TSHR, ,ppi_lr
CRH,LHCGR, ,ppi_lr
CRH,FSHR, ,ppi_lr
CRH,HRH2, ,ppi_lr
CRH,AVPR2, ,ppi_lr
CRH,CALCR, ,ppi_lr
CRH,VIPR1, ,ppi_lr
CRH,MC4R, ,ppi_lr
CRH,MC5R, ,ppi_lr
CRH,HTR7, ,ppi_lr
CRH,ADCYAP1R1, ,ppi_lr
CRH,VIPR2, ,ppi_lr
CRH,MC3R, ,ppi_lr
CRH,GLP1R, ,ppi_lr
CRH,GCGR, ,ppi_lr
CRH,SCTR, ,ppi_lr
CRH,GIPR, ,ppi_lr
CRH,PTH2R, ,ppi_lr
CRH,HTR6, ,ppi_lr
CRH,MC1R, ,ppi_lr
CRH,GHRHR, ,ppi_lr
CRH,PTH1R, ,ppi_lr
CRH,HTR4, ,ppi_lr
CRH,CALCRL, ,ppi_lr
CRH,NPSR1, ,ppi_lr
CRH,RXFP2, ,ppi_lr
CRH,RXFP1, ,ppi_lr
PROS1,MERTK, ,ppi_lr
GRP,TACR2, ,ppi_lr
GRP,EDNRB, ,ppi_lr
GRP,FPR2, ,ppi_lr
GRP,EDNRA, ,ppi_lr
GRP,TACR1, ,ppi_lr
GRP,F2R, ,ppi_lr
GRP,HTR2A, ,ppi_lr
GRP,HTR2C, ,ppi_lr
GRP,TACR3, ,ppi_lr
GRP,BDKRB2, ,ppi_lr
GRP,AGTR1, ,ppi_lr
GRP,OXTR, ,ppi_lr
GRP,GNRHR, ,ppi_lr
GRP,NTSR1, ,ppi_lr
GRP,CCKAR, ,ppi_lr
GRP,CCKBR, ,ppi_lr
GRP,TRHR, ,ppi_lr
GRP,HRH1, ,ppi_lr
GRP,AVPR1A, ,ppi_lr
GRP,HTR2B, ,ppi_lr
GRP,XCR1, ,ppi_lr
GRP,BDKRB1, ,ppi_lr
GRP,GCGR, ,ppi_lr
GRP,AVPR1B, ,ppi_lr
GRP,F2RL1, ,ppi_lr
GRP,NPSR1, ,ppi_lr
GRP,PROKR2, ,ppi_lr
GRP,PROKR1, ,ppi_lr
GRP,LPAR1, ,ppi_lr
GRP,GHSR, ,ppi_lr
GRP,KISS1R, ,ppi_lr
GRP,QRFPR, ,ppi_lr
GRP,F2RL3, ,ppi_lr
GRP,LPAR4, ,ppi_lr
GRP,MCHR1, ,ppi_lr
GRP,NMUR2, ,ppi_lr
GRP,NPFFR1, ,ppi_lr
GRP,NMUR1, ,ppi_lr
GRP,LPAR2, ,ppi_lr
GRP,UTS2R, ,ppi_lr
GRP,NPFFR2, ,ppi_lr
PSAP,SORT1, ,ppi_lr
LAMB1,ITGB4, ,ppi_lr
LAMB1,ITGA2, ,ppi_lr
LAMB1,ITGA3, ,ppi_lr
LAMB1,ITGA1, ,ppi_lr
LAMB1,ITGA7, ,ppi_lr
LAMB1,DAG1, ,ppi_lr
THBS1,ITGA2B, ,ppi_lr
THBS1,ITGA3, ,ppi_lr
THBS1,CALCR, ,ppi_lr
THBS1,LRP2, ,ppi_lr
INHBA,ACVRL1, ,ppi_lr
INHBA,ACVR1C, ,ppi_lr
NMB,TACR2, ,ppi_lr
NMB,EDNRB, ,ppi_lr
NMB,FPR2, ,ppi_lr
NMB,EDNRA, ,ppi_lr
NMB,TACR1, ,ppi_lr
NMB,F2R, ,ppi_lr
NMB,HTR2A, ,ppi_lr
NMB,HTR2C, ,ppi_lr
NMB,TACR3, ,ppi_lr
NMB,BDKRB2, ,ppi_lr
NMB,AGTR1, ,ppi_lr
NMB,OXTR, ,ppi_lr
NMB,GNRHR, ,ppi_lr
NMB,NTSR1, ,ppi_lr
NMB,CCKAR, ,ppi_lr
NMB,CCKBR, ,ppi_lr
NMB,TRHR, ,ppi_lr
NMB,HRH1, ,ppi_lr
NMB,AVPR1A, ,ppi_lr
NMB,HTR2B, ,ppi_lr
NMB,XCR1, ,ppi_lr
NMB,BDKRB1, ,ppi_lr
NMB,GCGR, ,ppi_lr
NMB,AVPR1B, ,ppi_lr
NMB,F2RL1, ,ppi_lr
NMB,NPSR1, ,ppi_lr
NMB,PROKR2, ,ppi_lr
NMB,PROKR1, ,ppi_lr
NMB,LPAR1, ,ppi_lr
NMB,GHSR, ,ppi_lr
NMB,KISS1R, ,ppi_lr
NMB,QRFPR, ,ppi_lr
NMB,F2RL3, ,ppi_lr
NMB,LPAR4, ,ppi_lr
NMB,MCHR1, ,ppi_lr
NMB,NMUR2, ,ppi_lr
NMB,NPFFR1, ,ppi_lr
NMB,NMUR1, ,ppi_lr
NMB,LPAR2, ,ppi_lr
NMB,UTS2R, ,ppi_lr
NMB,NPFFR2, ,ppi_lr
GIP,TSHR, ,ppi_lr
GIP,LHCGR, ,ppi_lr
GIP,FSHR, ,ppi_lr
GIP,HRH2, ,ppi_lr
GIP,AVPR2, ,ppi_lr
GIP,CALCR, ,ppi_lr
GIP,VIPR1, ,ppi_lr
GIP,MC4R, ,ppi_lr
GIP,MC5R, ,ppi_lr
GIP,HTR7, ,ppi_lr
GIP,CRHR1, ,ppi_lr
GIP,ADCYAP1R1, ,ppi_lr
GIP,VIPR2, ,ppi_lr
GIP,MC3R, ,ppi_lr
GIP,GLP1R, ,ppi_lr
GIP,GCGR, ,ppi_lr
GIP,SCTR, ,ppi_lr
GIP,PTH2R, ,ppi_lr
GIP,HTR6, ,ppi_lr
GIP,MC2R, ,ppi_lr
GIP,MC1R, ,ppi_lr
GIP,GHRHR, ,ppi_lr
GIP,PTH1R, ,ppi_lr
GIP,CRHR2, ,ppi_lr
GIP,HTR4, ,ppi_lr
GIP,CALCRL, ,ppi_lr
GIP,NPSR1, ,ppi_lr
GIP,RXFP2, ,ppi_lr
GIP,RXFP1, ,ppi_lr
SCT,TSHR, ,ppi_lr
SCT,LHCGR, ,ppi_lr
SCT,FSHR, ,ppi_lr
SCT,HRH2, ,ppi_lr
SCT,AVPR2, ,ppi_lr
SCT,CALCR, ,ppi_lr
SCT,MC4R, ,ppi_lr
SCT,MC5R, ,ppi_lr
SCT,HTR7, ,ppi_lr
SCT,CRHR1, ,ppi_lr
SCT,MC3R, ,ppi_lr
SCT,GLP1R, ,ppi_lr
SCT,GCGR, ,ppi_lr
SCT,GIPR, ,ppi_lr
SCT,PTH2R, ,ppi_lr
SCT,HTR6, ,ppi_lr
SCT,MC2R, ,ppi_lr
SCT,MC1R, ,ppi_lr
SCT,GHRHR, ,ppi_lr
SCT,PTH1R, ,ppi_lr
SCT,CRHR2, ,ppi_lr
SCT,HTR4, ,ppi_lr
SCT,CALCRL, ,ppi_lr
SCT,NPSR1, ,ppi_lr
SCT,RXFP2, ,ppi_lr
SCT,RXFP1, ,ppi_lr
NPS,TSHR, ,ppi_lr
NPS,TACR2, ,ppi_lr
NPS,LHCGR, ,ppi_lr
NPS,FSHR, ,ppi_lr
NPS,EDNRB, ,ppi_lr
NPS,HRH2, ,ppi_lr
NPS,FPR2, ,ppi_lr
NPS,EDNRA, ,ppi_lr
NPS,TACR1, ,ppi_lr
NPS,F2R, ,ppi_lr
NPS,HTR2A, ,ppi_lr
NPS,HTR2C, ,ppi_lr
NPS,NMBR, ,ppi_lr
NPS,TACR3, ,ppi_lr
NPS,BDKRB2, ,ppi_lr
NPS,AVPR2, ,ppi_lr
NPS,GRPR, ,ppi_lr
NPS,AGTR1, ,ppi_lr
NPS,OXTR, ,ppi_lr
NPS,GNRHR, ,ppi_lr
NPS,CALCR, ,ppi_lr
NPS,NTSR1, ,ppi_lr
NPS,CCKAR, ,ppi_lr
NPS,CCKBR, ,ppi_lr
NPS,VIPR1, ,ppi_lr
NPS,MC4R, ,ppi_lr
NPS,MC5R, ,ppi_lr
NPS,HTR7, ,ppi_lr
NPS,TRHR, ,ppi_lr
NPS,CRHR1, ,ppi_lr
NPS,HRH1, ,ppi_lr
NPS,AVPR1A, ,ppi_lr
NPS,ADCYAP1R1, ,ppi_lr
NPS,VIPR2, ,ppi_lr
NPS,HTR2B, ,ppi_lr
NPS,MC3R, ,ppi_lr
NPS,GLP1R, ,ppi_lr
NPS,XCR1, ,ppi_lr
NPS,BDKRB1, ,ppi_lr
NPS,GCGR, ,ppi_lr
NPS,SCTR, ,ppi_lr
NPS,AVPR1B, ,ppi_lr
NPS,GIPR, ,ppi_lr
NPS,PTH2R, ,ppi_lr
NPS,HTR6, ,ppi_lr
NPS,F2RL1, ,ppi_lr
NPS,MC2R, ,ppi_lr
NPS,MC1R, ,ppi_lr
NPS,GHRHR, ,ppi_lr
NPS,PTH1R, ,ppi_lr
NPS,CRHR2, ,ppi_lr
NPS,HTR4, ,ppi_lr
NPS,CALCRL, ,ppi_lr
NPS,PROKR2, ,ppi_lr
NPS,PROKR1, ,ppi_lr
NPS,RXFP2, ,ppi_lr
NPS,LPAR1, ,ppi_lr
NPS,GHSR, ,ppi_lr
NPS,KISS1R, ,ppi_lr
NPS,QRFPR, ,ppi_lr
NPS,F2RL3, ,ppi_lr
NPS,LPAR4, ,ppi_lr
NPS,MCHR1, ,ppi_lr
NPS,NMUR2, ,ppi_lr
NPS,NPFFR1, ,ppi_lr
NPS,NMUR1, ,ppi_lr
NPS,LPAR2, ,ppi_lr
NPS,RXFP1, ,ppi_lr
NPS,UTS2R, ,ppi_lr
NPS,NPFFR2, ,ppi_lr
SAA1,TACR2, ,ppi_lr
SAA1,C5AR1, ,ppi_lr
SAA1,EDNRB, ,ppi_lr
SAA1,CXCR1, ,ppi_lr
SAA1,CXCR2, ,ppi_lr
SAA1,EDNRA, ,ppi_lr
SAA1,TACR1, ,ppi_lr
SAA1,ACKR3, ,ppi_lr
SAA1,F2R, ,ppi_lr
SAA1,NPY1R, ,ppi_lr
SAA1,HTR1D, ,ppi_lr
SAA1,HTR1B, ,ppi_lr
SAA1,HTR2A, ,ppi_lr
SAA1,HTR2C, ,ppi_lr
SAA1,NMBR, ,ppi_lr
SAA1,TACR3, ,ppi_lr
SAA1,BDKRB2, ,ppi_lr
SAA1,GRPR, ,ppi_lr
SAA1,AGTR1, ,ppi_lr
SAA1,OXTR, ,ppi_lr
SAA1,SSTR1, ,ppi_lr
SAA1,SSTR2, ,ppi_lr
SAA1,HTR1F, ,ppi_lr
SAA1,GNRHR, ,ppi_lr
SAA1,NTSR1, ,ppi_lr
SAA1,SSTR4, ,ppi_lr
SAA1,CCKAR, ,ppi_lr
SAA1,CCKBR, ,ppi_lr
SAA1,CCR1, ,ppi_lr
SAA1,CCR7, ,ppi_lr
SAA1,CXCR5, ,ppi_lr
SAA1,SSTR3, ,ppi_lr
SAA1,TRHR, ,ppi_lr
SAA1,SSTR5, ,ppi_lr
SAA1,HRH1, ,ppi_lr
SAA1,OPRM1, ,ppi_lr
SAA1,APLNR, ,ppi_lr
SAA1,AVPR1A, ,ppi_lr
SAA1,OPRD1, ,ppi_lr
SAA1,OPRK1, ,ppi_lr
SAA1,OPRL1, ,ppi_lr
SAA1,HTR2B, ,ppi_lr
SAA1,CCR2, ,ppi_lr
SAA1,CCR10, ,ppi_lr
SAA1,XCR1, ,ppi_lr
SAA1,BDKRB1, ,ppi_lr
SAA1,GALR1, ,ppi_lr
SAA1,GCGR, ,ppi_lr
SAA1,HTR5A, ,ppi_lr
SAA1,AVPR1B, ,ppi_lr
SAA1,MTNR1A, ,ppi_lr
SAA1,NPBWR1, ,ppi_lr
SAA1,NPY2R, ,ppi_lr
SAA1,MTNR1B, ,ppi_lr
SAA1,CXCR3, ,ppi_lr
SAA1,AGTR2, ,ppi_lr
SAA1,NPY4R, ,ppi_lr
SAA1,CCR3, ,ppi_lr
SAA1,CCR4, ,ppi_lr
SAA1,CCR5, ,ppi_lr
SAA1,CCR6, ,ppi_lr
SAA1,CCR8, ,ppi_lr
SAA1,CCR9, ,ppi_lr
SAA1,F2RL1, ,ppi_lr
SAA1,CXCR4, ,ppi_lr
SAA1,GRM4, ,ppi_lr
SAA1,P2RY14, ,ppi_lr
SAA1,NPY5R, ,ppi_lr
SAA1,C3AR1, ,ppi_lr
SAA1,NPSR1, ,ppi_lr
SAA1,PROKR2, ,ppi_lr
SAA1,PROKR1, ,ppi_lr
SAA1,RXFP4, ,ppi_lr
SAA1,SCARB1, ,ppi_lr
SAA1,LPAR1, ,ppi_lr
SAA1,GHSR, ,ppi_lr
SAA1,KISS1R, ,ppi_lr
SAA1,QRFPR, ,ppi_lr
SAA1,F2RL3, ,ppi_lr
SAA1,LPAR4, ,ppi_lr
SAA1,MCHR1, ,ppi_lr
SAA1,NMUR2, ,ppi_lr
SAA1,NPFFR1, ,ppi_lr
SAA1,HRH4, ,ppi_lr
SAA1,NMUR1, ,ppi_lr
SAA1,LPAR2, ,ppi_lr
SAA1,RXFP3, ,ppi_lr
SAA1,UTS2R, ,ppi_lr
SAA1,HRH3, ,ppi_lr
SAA1,NPFFR2, ,ppi_lr
SAA1,PTGDR2, ,ppi_lr
PYY,FPR1, ,ppi_lr
PYY,C5AR1, ,ppi_lr
PYY,CXCR1, ,ppi_lr
PYY,CXCR2, ,ppi_lr
PYY,FPR2, ,ppi_lr
PYY,ACKR3, ,ppi_lr
PYY,HTR1D, ,ppi_lr
PYY,HTR1B, ,ppi_lr
PYY,BDKRB2, ,ppi_lr
PYY,SSTR1, ,ppi_lr
PYY,SSTR2, ,ppi_lr
PYY,HTR1F, ,ppi_lr
PYY,SSTR4, ,ppi_lr
PYY,CCR1, ,ppi_lr
PYY,CCR7, ,ppi_lr
PYY,CXCR5, ,ppi_lr
PYY,SSTR3, ,ppi_lr
PYY,SSTR5, ,ppi_lr
PYY,OPRM1, ,ppi_lr
PYY,APLNR, ,ppi_lr
PYY,OPRD1, ,ppi_lr
PYY,OPRK1, ,ppi_lr
PYY,OPRL1, ,ppi_lr
PYY,CCR2, ,ppi_lr
PYY,CCR10, ,ppi_lr
PYY,BDKRB1, ,ppi_lr
PYY,GALR1, ,ppi_lr
PYY,HTR5A, ,ppi_lr
PYY,MTNR1A, ,ppi_lr
PYY,NPBWR1, ,ppi_lr
PYY,MTNR1B, ,ppi_lr
PYY,CXCR3, ,ppi_lr
PYY,AGTR2, ,ppi_lr
PYY,CCR3, ,ppi_lr
PYY,CCR4, ,ppi_lr
PYY,CCR5, ,ppi_lr
PYY,CCR6, ,ppi_lr
PYY,CCR8, ,ppi_lr
PYY,CCR9, ,ppi_lr
PYY,CXCR4, ,ppi_lr
PYY,GRM4, ,ppi_lr
PYY,P2RY14, ,ppi_lr
PYY,C3AR1, ,ppi_lr
PYY,RXFP4, ,ppi_lr
PYY,LPAR1, ,ppi_lr
PYY,MCHR1, ,ppi_lr
PYY,NMUR2, ,ppi_lr
PYY,HRH4, ,ppi_lr
PYY,NMUR1, ,ppi_lr
PYY,LPAR2, ,ppi_lr
PYY,RXFP3, ,ppi_lr
PYY,HRH3, ,ppi_lr
PYY,PTGDR2, ,ppi_lr
CALCB,TSHR, ,ppi_lr
CALCB,LHCGR, ,ppi_lr
CALCB,FSHR, ,ppi_lr
CALCB,HRH2, ,ppi_lr
CALCB,AVPR2, ,ppi_lr
CALCB,VIPR1, ,ppi_lr
CALCB,MC4R, ,ppi_lr
CALCB,MC5R, ,ppi_lr
CALCB,HTR7, ,ppi_lr
CALCB,CRHR1, ,ppi_lr
CALCB,ADCYAP1R1, ,ppi_lr
CALCB,VIPR2, ,ppi_lr
CALCB,MC3R, ,ppi_lr
CALCB,GLP1R, ,ppi_lr
CALCB,GCGR, ,ppi_lr
CALCB,SCTR, ,ppi_lr
CALCB,GIPR, ,ppi_lr
CALCB,PTH2R, ,ppi_lr
CALCB,HTR6, ,ppi_lr
CALCB,MC2R, ,ppi_lr
CALCB,MC1R, ,ppi_lr
CALCB,GHRHR, ,ppi_lr
CALCB,PTH1R, ,ppi_lr
CALCB,CRHR2, ,ppi_lr
CALCB,HTR4, ,ppi_lr
CALCB,NPSR1, ,ppi_lr
CALCB,RXFP2, ,ppi_lr
CALCB,RXFP1, ,ppi_lr
GZMB,NOTCH2, ,ppi_lr
GZMB,NOTCH3, ,ppi_lr
SPP1,ITGA8, ,ppi_lr
SPP1,NCSTN, ,ppi_lr
TGFB3,ITGB5, ,ppi_lr
TGFB3,ITGB6, ,ppi_lr
TGFB3,ITGB8, ,ppi_lr
TFPI,F3, ,ppi_lr
IAPP,TSHR, ,ppi_lr
IAPP,LHCGR, ,ppi_lr
IAPP,FSHR, ,ppi_lr
IAPP,HRH2, ,ppi_lr
IAPP,AVPR2, ,ppi_lr
IAPP,VIPR1, ,ppi_lr
IAPP,MC4R, ,ppi_lr
IAPP,MC5R, ,ppi_lr
IAPP,HTR7, ,ppi_lr
IAPP,CRHR1, ,ppi_lr
IAPP,ADCYAP1R1, ,ppi_lr
IAPP,VIPR2, ,ppi_lr
IAPP,MC3R, ,ppi_lr
IAPP,GLP1R, ,ppi_lr
IAPP,GCGR, ,ppi_lr
IAPP,SCTR, ,ppi_lr
